num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_day,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
1,0,1,25,4,5,1,0,0,7.0,0
1,0,1,295,4,2,0,0,0,7.0,0
1,1,1,22,4,5,0,0,0,7.0,0
2,0,1,158,4,5,1,0,0,7.0,0
2,0,1,131,4,7,1,1,1,7.0,0
3,1,1,349,4,4,1,1,1,7.0,0
2,0,1,396,4,6,0,0,0,7.0,0
2,1,1,60,4,2,1,1,1,7.0,1
3,0,1,102,4,1,1,0,0,7.0,0
2,0,1,162,4,2,1,0,0,7.0,0
2,0,1,57,4,3,1,1,1,7.0,1
2,0,1,43,4,2,1,1,0,7.0,1
2,0,1,37,4,1,1,0,0,7.0,1
3,0,1,103,4,4,1,0,0,7.0,1
2,0,1,75,4,3,1,0,0,7.0,0
2,0,1,385,4,4,1,0,0,7.0,1
1,0,1,100,4,2,0,0,0,7.0,0
2,0,1,423,4,1,1,0,1,7.0,0
1,1,1,49,4,5,1,0,0,7.0,1
1,0,1,62,4,4,1,1,1,7.0,1
1,1,1,79,4,2,1,0,1,8.83,0
1,0,1,24,4,4,0,0,0,8.83,0
1,0,1,233,4,1,0,1,0,8.83,0
1,0,1,54,4,6,0,0,1,8.83,0
1,0,1,23,4,3,0,0,0,8.83,0
1,0,1,16,4,1,0,0,1,8.83,0
2,0,1,190,4,2,1,0,0,8.83,0
1,0,1,25,4,1,0,0,0,8.83,0
1,0,1,387,4,1,0,1,0,8.83,0
1,0,1,85,4,6,1,0,1,8.83,0
1,0,1,14,4,2,0,0,1,8.83,0
1,1,1,69,4,7,0,0,1,8.83,0
1,1,1,79,4,2,1,0,1,8.83,0
1,0,1,2,4,1,0,0,0,8.83,0
1,0,1,21,4,5,0,0,0,8.83,0
1,0,1,7,4,3,0,1,1,8.83,0
1,1,1,18,4,6,0,1,0,8.83,0
1,0,1,113,4,4,0,1,1,8.83,0
1,0,1,92,4,2,0,0,0,8.83,1
1,0,1,20,4,4,0,1,0,8.83,0
1,0,1,4,4,5,1,1,0,8.83,0
1,0,1,4,4,1,0,0,0,8.83,1
1,0,1,6,4,1,0,0,0,8.83,0
1,0,1,71,4,2,1,1,0,8.83,1
1,0,1,7,4,5,0,0,0,8.83,0
1,0,1,341,4,7,0,0,0,8.83,0
1,0,1,8,4,3,1,1,0,8.83,0
1,0,1,298,4,1,1,0,0,8.83,1
1,0,1,25,4,5,0,0,0,8.83,0
2,0,1,341,4,7,0,0,0,8.83,0
1,0,1,19,4,7,0,0,1,8.83,0
2,0,1,15,4,5,0,1,0,8.83,0
1,0,1,51,4,3,1,1,1,8.83,0
1,0,1,99,4,3,1,1,1,8.83,0
1,0,1,1,4,3,0,0,0,8.83,0
1,0,1,169,4,2,1,0,0,8.83,0
1,0,1,57,4,7,0,1,0,7.42,0
3,0,1,62,4,2,0,0,0,7.42,0
1,0,1,0,4,2,1,1,1,7.42,0
3,0,1,355,4,5,1,1,1,8.83,0
1,0,1,15,4,4,0,1,1,8.83,0
2,1,1,21,4,5,0,0,1,8.83,0
1,0,1,379,4,5,0,0,0,8.83,0
1,0,1,46,4,7,1,1,1,8.83,1
1,0,1,9,4,4,0,0,0,8.83,0
1,0,1,31,4,7,0,0,0,8.83,0
1,0,1,78,4,7,0,0,0,8.83,0
2,0,1,65,4,3,1,0,1,8.83,0
1,1,1,19,4,3,0,0,0,8.83,0
1,0,1,12,4,3,0,0,0,8.83,1
1,0,1,82,4,6,0,0,1,8.83,0
1,0,1,16,4,3,0,1,0,8.83,0
1,1,1,11,4,6,0,0,1,8.83,0
1,0,1,24,4,4,1,0,0,8.83,0
2,0,1,16,4,5,1,1,1,8.83,1
1,0,1,5,4,3,1,1,1,8.83,0
1,0,1,14,4,4,0,1,1,8.83,0
1,1,1,23,4,2,0,1,0,8.83,0
1,0,1,12,4,3,0,0,0,8.83,0
1,0,1,74,4,6,0,0,0,8.83,0
1,0,1,67,4,1,0,0,0,8.83,0
1,0,1,36,4,3,0,0,1,8.83,0
1,0,1,23,4,1,0,0,1,8.83,1
2,0,1,99,4,3,1,1,1,8.83,0
2,0,1,195,4,5,1,0,1,8.83,0
1,0,1,64,4,3,0,0,0,8.83,0
1,0,1,3,4,5,0,0,1,8.83,0
3,0,1,64,4,3,1,1,1,8.83,0
1,0,1,270,4,6,0,0,1,8.83,0
2,0,1,12,4,6,1,1,0,8.83,0
1,0,1,84,4,2,0,1,0,8.83,0
1,0,1,15,4,1,0,1,1,8.83,0
2,0,1,188,4,1,1,1,1,8.83,0
3,0,1,46,4,6,1,1,0,8.83,0
1,1,1,31,4,1,1,1,1,8.83,0
1,0,1,66,4,1,1,0,1,8.83,0
1,0,1,17,4,1,0,0,0,8.83,0
1,0,1,100,4,4,0,1,0,8.83,0
3,0,1,108,4,1,0,0,0,8.83,0
2,0,1,41,4,4,1,0,0,6.42,0
1,1,1,49,4,5,0,0,0,6.42,0
1,0,1,11,4,3,0,0,0,6.42,0
3,0,1,401,4,3,0,0,0,6.42,0
4,0,1,334,4,5,1,0,0,6.42,0
1,1,1,70,4,5,0,0,0,6.42,0
3,0,1,25,4,1,1,0,0,6.42,0
3,0,1,55,4,4,1,0,0,6.42,0
2,0,1,110,4,1,0,0,0,6.42,0
2,0,1,402,4,7,0,0,0,6.42,1
3,0,1,410,4,1,0,0,0,6.42,0
1,0,1,31,4,7,0,0,1,6.42,0
1,0,1,43,4,4,0,1,0,6.42,1
2,0,1,267,4,3,0,0,1,6.42,0
2,0,1,4,4,3,0,0,0,6.42,0
1,0,1,33,4,5,0,0,1,6.42,0
1,0,1,93,4,2,1,0,0,6.42,0
1,1,1,54,4,4,1,0,0,6.42,0
1,0,1,5,4,5,0,0,0,5.62,0
1,0,1,15,4,2,0,0,0,5.62,0
3,0,1,231,4,6,0,0,0,5.62,0
1,1,1,19,4,7,0,0,0,5.62,0
1,0,1,82,4,5,0,0,1,5.62,0
1,0,1,32,4,6,0,0,0,5.62,0
1,0,1,1,4,1,0,0,1,5.62,0
1,0,1,253,4,3,0,0,0,5.62,0
1,1,1,44,4,2,0,0,0,5.62,0
2,0,1,40,4,7,0,0,0,5.62,0
1,0,1,40,4,4,1,0,0,5.62,0
1,0,1,26,4,6,1,1,1,5.62,0
2,1,1,56,4,4,1,0,1,5.62,1
1,0,1,48,4,1,0,0,0,5.62,0
1,0,1,4,4,1,0,0,0,5.62,0
2,0,1,350,4,5,0,0,0,5.62,0
1,0,1,21,4,2,0,0,1,5.62,0
1,1,1,47,4,5,1,1,0,5.62,0
1,0,1,90,4,4,0,0,0,5.62,1
3,0,1,60,4,7,1,1,1,5.62,1
1,0,1,100,4,2,0,0,0,5.62,0
1,0,1,58,4,2,1,1,1,5.62,0
1,1,1,77,4,4,1,0,0,5.62,0
2,0,1,7,4,7,1,0,0,5.62,0
1,0,1,2,4,1,1,1,1,5.62,0
2,0,1,402,4,5,1,0,0,5.62,0
1,0,1,32,4,3,1,0,0,5.62,1
1,0,1,10,4,1,1,0,1,5.62,1
1,0,1,30,4,1,0,0,0,5.62,0
2,0,1,291,4,4,0,1,0,5.62,0
1,0,1,13,4,6,0,0,1,5.62,0
1,0,1,10,4,6,0,0,0,5.62,0
1,0,1,6,4,5,0,1,1,5.62,0
1,0,1,417,4,7,0,0,0,5.62,0
1,0,1,150,4,1,0,0,0,5.62,0
1,0,1,10,4,6,1,0,1,5.62,1
1,0,1,17,4,7,0,1,0,5.62,0
3,0,1,84,4,3,1,1,1,5.62,1
1,0,1,44,4,5,0,0,0,5.62,0
2,0,1,189,4,2,0,0,0,5.62,0
1,0,1,16,4,2,0,0,0,5.62,0
1,0,1,49,4,3,0,0,0,5.62,0
1,0,1,2,4,2,0,0,0,5.62,0
2,0,1,33,4,4,1,1,1,5.62,0
1,0,1,186,4,7,0,0,0,5.62,0
1,0,1,8,4,2,1,0,0,5.62,1
1,0,1,1,4,4,1,0,0,5.62,0
4,0,1,139,4,4,1,1,0,5.62,0
1,1,1,13,4,2,0,0,0,5.62,0
1,1,1,372,4,3,0,0,0,5.62,0
2,0,1,4,4,2,0,0,0,5.62,0
4,0,1,302,4,1,1,0,0,5.62,0
2,0,1,87,4,6,1,1,1,5.62,1
1,0,1,31,4,1,0,0,0,5.62,0
1,0,1,28,4,3,0,0,0,5.62,0
1,1,1,1,4,3,0,0,0,5.62,0
1,0,1,25,4,7,0,0,0,5.62,0
2,0,1,10,4,3,1,0,0,5.62,0
2,0,1,357,4,3,0,1,1,5.62,0
2,0,1,126,4,7,1,1,1,5.62,1
1,0,1,33,4,4,1,1,0,5.62,0
1,0,1,126,4,3,1,0,0,5.62,0
1,0,1,114,4,1,0,0,1,5.62,0
2,0,1,392,4,4,0,0,0,5.62,0
1,0,1,7,4,5,0,0,0,5.62,0
1,0,1,368,4,7,0,0,0,5.62,0
2,0,1,31,4,1,1,1,0,5.62,0
1,0,1,27,4,5,0,1,1,5.62,0
2,0,1,19,4,6,0,0,0,5.62,0
1,0,1,36,4,2,0,0,0,5.62,0
1,0,1,51,4,2,0,0,0,5.62,0
1,0,1,28,4,5,0,0,0,5.62,0
1,0,1,1,4,4,0,0,0,5.62,0
2,0,1,228,4,7,0,0,0,5.62,0
9,0,1,53,4,2,1,1,1,5.62,0
1,0,1,408,4,1,0,0,0,6.33,0
1,0,1,19,4,2,1,0,0,6.33,0
2,0,1,395,4,7,0,0,0,6.33,0
1,0,1,29,4,3,1,1,0,6.33,0
2,0,1,132,4,1,1,0,0,6.33,0
1,1,1,48,4,7,0,0,1,6.33,0
3,0,1,46,4,3,1,0,0,6.33,0
1,0,1,9,4,4,0,0,0,6.33,0
2,0,1,51,4,3,1,0,0,6.33,0
2,0,1,388,4,1,0,0,0,6.33,0
1,0,1,21,4,6,0,0,0,6.33,0
2,0,1,26,4,1,0,0,0,6.33,0
2,0,1,24,4,1,0,0,0,6.33,0
1,0,1,15,4,6,0,0,1,6.33,0
1,1,1,57,4,3,1,0,1,5.33,0
3,0,1,325,4,1,0,0,0,5.33,0
1,0,1,18,4,3,1,1,1,5.33,1
2,0,1,371,4,3,1,0,0,5.33,0
2,1,1,394,4,2,0,0,0,5.33,0
2,0,1,13,4,3,1,0,0,5.33,0
1,0,1,25,4,1,0,0,0,5.33,0
1,0,1,235,4,6,0,0,0,5.33,0
4,0,1,303,4,6,1,0,0,5.33,0
2,0,1,9,4,4,1,0,0,5.33,0
1,0,1,29,4,6,0,0,0,8.58,0
1,0,1,75,4,7,0,0,1,8.58,0
1,0,1,40,4,6,0,0,1,8.58,1
1,1,1,21,4,3,0,0,1,8.58,0
1,0,1,88,4,1,0,0,0,8.58,0
1,0,1,53,4,5,1,0,1,8.58,0
3,0,1,61,4,5,1,1,1,8.58,0
3,0,1,8,4,7,0,0,0,8.58,0
1,1,1,11,4,7,0,0,0,8.58,1
1,0,1,248,4,1,0,0,1,8.58,0
2,0,1,17,4,1,1,0,0,8.58,0
1,0,1,3,4,1,0,0,0,8.58,0
2,0,1,258,4,1,1,1,0,8.58,0
1,0,1,17,4,1,1,0,0,8.58,0
1,0,1,135,4,2,0,1,1,8.58,0
1,0,1,23,4,1,0,1,1,8.58,0
1,0,1,16,4,2,0,0,0,8.58,1
1,0,1,2,4,2,1,0,0,8.58,0
1,0,1,52,4,7,0,0,0,8.58,0
1,0,1,95,4,1,0,0,0,8.58,0
1,0,1,71,4,5,0,0,0,8.58,0
1,0,1,28,4,5,0,0,0,8.58,0
1,0,1,11,4,5,0,0,0,8.58,0
2,0,1,48,4,7,0,0,0,8.58,0
1,0,1,21,4,4,0,0,0,8.58,0
2,0,1,39,4,3,0,0,1,8.58,0
1,1,1,24,4,6,0,0,0,8.58,0
1,0,1,21,4,3,0,0,0,8.58,0
8,0,1,26,4,6,1,0,1,8.58,0
1,0,1,50,4,5,0,0,0,8.58,0
1,0,1,144,4,1,1,1,1,8.58,1
1,0,1,4,4,6,0,0,0,8.58,0
1,0,1,75,4,7,0,0,1,8.58,0
1,0,1,75,4,7,0,0,1,8.58,0
1,0,1,7,4,3,0,0,0,8.58,0
1,0,1,49,4,3,1,1,1,8.58,0
1,0,1,36,4,3,0,0,0,4.67,0
2,0,1,185,4,1,1,1,0,4.67,0
1,1,1,39,4,2,0,0,0,4.67,0
2,0,1,95,4,1,0,0,0,4.67,0
1,0,1,26,4,2,1,0,0,4.67,0
2,0,1,69,4,4,1,0,0,4.67,0
1,1,1,123,4,1,0,0,0,4.67,0
4,0,1,338,4,7,1,0,0,4.67,0
1,1,1,124,4,5,1,0,1,4.67,0
1,0,1,205,4,3,0,0,0,4.67,1
2,1,1,233,4,3,1,0,0,4.67,1
1,0,1,41,4,7,0,0,0,4.67,0
2,0,1,105,4,2,1,0,0,4.67,0
4,0,1,165,4,7,0,0,0,4.67,0
1,1,1,171,4,7,0,0,0,4.67,0
1,0,1,15,4,5,0,0,0,4.67,0
1,0,1,205,4,3,1,0,0,4.67,1
2,0,1,400,4,2,1,0,0,4.67,0
2,0,1,21,4,4,1,0,0,4.67,0
1,1,1,66,4,1,0,0,0,4.67,0
1,0,1,37,4,3,1,1,1,4.67,0
1,0,1,2,4,7,0,0,0,4.67,0
1,0,1,13,4,5,0,0,0,4.67,0
1,0,1,45,4,5,1,1,0,4.67,0
1,0,1,22,4,3,0,0,0,4.67,0
7,1,1,276,4,5,1,0,1,5.07,0
2,0,1,48,4,2,1,0,0,5.07,0
2,0,1,67,4,1,1,0,0,5.07,0
2,0,1,90,4,2,1,0,0,5.07,1
3,0,1,228,4,1,0,0,0,5.07,0
3,1,1,79,4,6,1,1,1,5.07,1
2,0,1,52,4,2,0,1,1,5.07,1
1,0,1,108,4,1,0,0,0,7.57,0
2,1,1,155,4,4,0,0,0,7.57,0
2,1,1,38,4,1,1,0,0,7.57,0
3,0,1,37,4,5,0,0,0,7.57,0
2,0,1,132,4,5,1,0,0,7.57,1
3,0,1,15,4,3,0,0,0,7.57,0
2,1,1,69,4,4,1,0,1,7.57,0
1,0,1,13,4,4,1,0,0,7.57,0
1,0,1,78,4,2,1,0,0,7.57,0
2,0,1,40,4,2,1,0,0,7.57,0
2,0,1,16,4,4,0,0,0,7.57,0
1,0,1,78,4,6,0,0,0,7.57,1
1,0,1,27,4,7,1,1,1,7.57,0
1,0,1,74,4,4,0,0,1,7.57,0
1,0,1,163,4,4,0,0,0,7.57,0
2,0,1,75,4,1,0,1,1,7.57,0
2,0,1,45,4,6,1,0,0,7.57,1
2,0,1,137,4,4,0,0,0,7.57,0
2,0,1,248,4,7,1,0,0,7.57,0
2,0,1,33,4,1,1,1,0,7.57,0
1,0,1,57,4,4,0,0,1,7.57,0
2,0,1,49,4,3,0,0,0,7.57,0
2,0,1,77,4,6,1,1,0,7.57,1
9,0,1,31,4,7,1,1,1,7.57,0
1,1,1,67,4,7,1,0,0,7.57,0
1,0,1,333,4,7,0,0,0,7.57,0
2,0,1,102,4,3,1,1,1,7.57,0
2,0,1,55,4,1,1,1,0,7.57,0
2,0,1,36,4,7,0,0,1,7.57,0
1,1,1,5,4,4,0,0,0,7.57,0
1,0,1,94,4,7,1,1,0,7.57,0
1,0,1,34,4,6,0,0,1,7.57,0
1,1,1,95,4,6,0,0,0,7.57,0
2,0,1,67,4,4,0,0,0,7.57,0
1,0,1,32,4,7,1,1,1,7.57,0
1,0,1,188,4,5,0,1,0,7.57,0
1,0,1,49,4,4,0,0,0,7.57,0
1,1,1,72,4,5,1,0,1,7.57,0
3,0,1,54,4,7,1,0,1,7.57,0
1,0,1,75,4,3,0,0,0,7.57,0
1,0,2,130,4,2,0,0,0,7.57,0
3,0,1,54,4,7,1,0,1,7.57,0
1,0,1,44,4,3,0,0,0,7.57,0
2,0,1,158,4,7,0,0,0,7.57,0
2,0,1,204,4,7,1,1,1,7.57,0
1,0,1,53,4,5,0,0,1,7.57,0
1,0,1,86,4,6,1,1,1,7.57,0
1,1,1,60,4,6,1,1,1,7.57,0
1,0,1,91,4,7,1,0,0,7.57,0
4,0,1,52,4,3,1,0,0,7.57,0
1,0,1,55,4,4,0,1,1,7.57,0
1,0,1,63,4,7,1,0,0,7.57,0
1,1,1,14,4,7,1,0,0,7.57,0
2,0,1,86,4,6,1,1,0,7.57,0
1,0,1,68,4,1,1,1,0,7.57,0
2,0,1,23,4,5,1,0,0,7.57,1
2,0,1,33,4,1,0,0,0,7.57,0
2,0,1,89,4,5,1,1,1,7.57,0
2,0,1,50,4,3,1,0,1,7.57,0
3,0,1,416,4,6,1,1,1,7.57,0
1,0,1,62,4,2,0,0,1,7.57,1
1,0,1,109,4,3,1,1,1,7.57,1
1,0,1,97,4,4,0,0,0,7.57,0
1,0,1,94,4,6,0,0,0,6.62,0
1,0,1,124,4,6,0,1,1,6.62,0
2,0,1,83,4,4,0,0,0,6.62,0
1,0,1,183,4,1,1,1,1,6.62,0
4,0,1,181,4,4,1,1,0,6.62,0
2,1,1,30,4,4,1,1,1,6.62,1
1,0,1,150,4,2,0,0,0,6.62,0
3,0,1,261,4,2,1,0,1,6.62,0
2,0,1,166,4,6,0,0,0,6.62,0
2,1,1,61,4,3,1,0,0,6.62,1
1,0,1,220,4,1,1,0,0,6.62,0
2,1,1,52,4,1,0,0,1,6.62,0
2,0,1,25,4,5,0,0,1,6.62,0
1,1,1,57,4,3,0,0,0,6.62,0
1,0,1,17,4,6,1,0,1,6.62,0
1,0,1,102,4,4,0,0,1,6.62,0
1,0,1,87,4,1,0,0,0,6.62,0
7,0,1,355,4,2,1,0,0,6.62,0
2,0,1,87,4,1,1,0,0,6.62,0
1,1,1,32,4,5,0,0,0,6.62,0
2,0,1,54,4,3,0,0,0,6.62,0
1,0,1,400,4,2,0,1,0,6.62,0
2,0,1,211,4,1,1,0,0,6.62,0
3,0,1,195,4,6,1,0,1,6.62,0
3,0,1,152,4,4,1,0,1,6.62,0
2,0,1,120,4,1,0,1,1,6.62,1
3,0,1,327,4,1,0,1,0,6.62,1
2,0,1,194,4,1,1,1,1,6.62,0
1,0,1,6,4,4,0,0,0,6.62,0
2,0,1,137,4,7,1,0,0,6.62,0
2,0,1,16,4,7,1,0,1,6.62,1
4,0,1,28,4,4,1,1,1,6.62,0
2,0,1,73,4,4,0,0,0,6.62,0
1,0,1,265,4,4,1,0,0,6.62,0
2,0,1,108,4,2,0,0,0,6.62,0
1,0,1,32,4,2,0,0,0,6.62,0
2,0,1,106,4,7,1,1,1,6.62,0
2,0,1,86,4,3,1,0,0,6.62,0
1,0,1,265,4,4,0,0,0,6.62,0
2,0,1,10,4,3,1,0,0,6.62,0
1,0,1,34,4,2,0,0,0,6.62,0
2,0,1,138,4,6,1,0,0,6.62,0
4,0,3,35,4,7,1,1,0,6.62,0
2,1,1,167,4,5,1,0,1,6.62,1
4,0,1,114,4,1,1,0,0,6.62,0
2,0,1,36,4,7,1,1,0,6.62,0
1,0,1,6,4,2,0,0,0,6.62,0
3,0,1,6,4,1,0,0,0,6.62,0
2,0,1,76,4,3,1,0,0,6.62,0
1,0,1,25,4,3,1,0,0,6.62,0
2,0,1,101,4,4,1,0,0,6.62,0
1,0,1,208,4,2,0,1,0,6.62,0
1,0,1,86,4,1,1,0,1,6.62,0
3,1,1,158,4,5,0,0,0,6.62,0
1,0,1,35,4,2,1,1,1,6.62,0
1,0,1,13,4,3,0,0,1,6.62,0
2,0,1,112,4,6,0,0,1,6.62,0
3,0,1,170,4,7,1,1,1,6.62,0
1,0,1,47,4,6,1,0,0,6.62,0
1,0,1,349,4,2,1,0,0,6.62,0
1,1,1,75,4,7,0,1,0,6.62,0
2,1,1,161,4,3,0,0,1,6.62,0
3,1,1,211,4,2,1,0,1,6.62,0
1,1,1,111,4,6,1,0,1,6.62,0
2,1,1,141,4,6,0,0,0,6.62,0
4,0,1,176,4,2,1,0,1,6.62,0
1,0,1,107,4,3,0,0,0,6.62,1
2,0,1,163,4,7,1,0,0,6.62,0
2,0,1,24,4,3,0,0,0,6.62,0
2,0,1,95,4,4,0,0,0,6.62,0
2,0,1,25,4,4,0,1,0,6.62,0
2,0,1,115,4,4,1,0,1,6.62,1
2,0,1,169,4,7,1,0,0,6.62,0
2,0,1,185,4,4,1,0,0,6.62,0
3,1,1,155,4,2,0,0,0,6.62,0
2,0,1,81,4,6,1,0,0,6.62,0
2,0,1,99,4,3,0,0,0,6.62,0
2,0,1,45,4,1,0,1,0,6.62,0
1,0,1,6,4,3,1,0,1,6.62,0
7,0,1,89,4,1,0,0,1,6.62,0
1,1,1,97,4,3,0,0,0,6.62,0
2,0,1,285,4,7,1,0,0,6.62,0
2,0,1,75,4,1,0,0,0,6.62,0
2,0,1,102,4,1,0,0,0,6.62,0
3,0,1,33,4,1,1,1,0,6.62,0
2,0,1,159,4,3,1,1,1,6.62,1
2,0,1,38,4,2,0,0,0,6.62,0
1,0,1,155,4,3,0,0,0,6.62,0
3,0,1,159,4,6,0,1,1,6.62,0
1,1,1,61,4,3,0,0,0,6.62,0
2,0,1,62,4,2,1,1,1,6.62,0
6,0,1,111,4,6,1,0,1,6.62,0
1,0,1,96,4,7,0,0,0,6.62,1
1,0,1,44,4,6,1,0,0,6.62,0
2,0,1,33,4,1,0,0,0,6.62,0
1,1,1,186,4,7,0,0,0,6.62,0
4,0,1,325,4,6,1,0,1,6.62,0
2,1,1,48,4,3,1,0,0,6.62,0
1,0,1,63,4,5,0,0,0,6.62,0
1,0,1,6,4,3,1,0,1,6.62,0
1,0,1,7,4,1,0,0,0,6.62,0
2,0,1,83,4,2,1,1,1,6.62,0
2,0,1,170,4,5,1,1,0,6.62,0
2,0,1,359,4,2,0,0,0,6.62,0
2,0,1,37,4,1,1,1,0,6.62,0
1,0,1,16,4,2,1,1,1,6.62,0
1,0,1,49,4,2,1,0,1,6.62,0
2,0,1,19,4,1,0,1,0,6.62,0
2,0,1,42,4,3,1,0,0,6.62,1
2,0,1,150,4,1,0,0,0,6.62,0
2,0,1,17,4,2,0,1,0,6.62,0
1,0,1,21,4,2,0,0,0,6.62,0
2,0,1,121,4,2,0,0,0,6.62,0
2,0,1,29,4,5,1,0,0,6.62,0
2,0,1,63,4,2,1,1,0,6.62,0
1,0,1,159,4,6,1,1,1,6.62,0
4,0,1,297,4,2,0,0,0,6.62,0
2,0,1,74,4,3,1,0,1,6.62,0
2,0,1,148,4,7,1,0,0,6.62,0
2,0,1,150,4,2,1,0,0,6.62,0
1,0,1,29,4,6,0,1,0,6.62,0
1,0,1,32,4,2,0,0,0,6.62,0
2,1,1,41,4,5,1,1,0,6.62,0
2,0,1,53,4,3,1,1,1,6.62,0
4,0,1,404,4,2,1,1,0,6.62,0
1,0,1,187,4,2,0,0,0,6.62,0
1,0,1,21,4,2,0,0,1,6.62,0
1,0,1,14,4,1,1,0,0,6.62,0
1,0,1,49,4,5,0,0,0,6.62,0
2,0,1,98,4,1,0,0,0,6.62,0
5,0,1,41,4,2,1,1,0,6.62,1
5,0,1,33,4,3,0,0,0,6.62,0
4,0,1,245,4,2,0,0,1,6.62,1
1,1,1,21,4,3,0,0,0,7.0,0
2,0,1,35,4,7,1,1,0,7.0,1
2,0,1,337,4,3,0,0,0,7.0,0
5,0,1,44,4,2,0,0,0,7.0,0
1,0,1,79,4,4,1,0,0,7.0,0
1,0,1,253,4,2,1,0,0,7.0,1
2,0,1,130,4,3,0,0,0,7.0,0
2,0,1,44,4,4,0,0,0,7.0,0
1,0,1,9,4,5,1,0,1,7.0,1
1,0,1,50,4,1,1,1,0,7.0,0
1,0,1,70,4,7,1,0,1,7.0,1
2,0,1,43,4,5,1,0,0,7.0,0
2,0,1,40,4,5,1,0,0,7.0,0
1,0,1,17,4,3,1,0,0,7.0,1
2,0,1,243,4,3,1,0,0,7.0,0
1,0,1,76,4,7,0,0,0,7.0,0
2,0,1,13,4,3,0,0,0,7.0,1
2,1,1,148,4,7,1,1,0,7.0,0
5,1,1,107,4,2,1,0,0,7.0,0
1,0,1,81,4,7,0,0,0,7.0,0
2,0,1,28,4,6,1,0,0,7.0,0
1,0,1,92,4,5,0,0,0,7.0,0
1,1,1,1,4,1,0,0,0,7.0,0
2,0,1,89,4,1,1,1,0,7.0,1
1,1,1,189,4,7,1,1,1,7.0,0
2,0,1,20,4,7,1,1,0,7.0,0
1,0,1,235,4,2,1,1,0,7.0,0
1,0,1,97,4,4,1,0,0,7.0,0
3,0,1,78,4,2,0,0,0,7.0,0
2,0,1,28,4,5,0,0,0,7.0,0
2,0,1,72,4,6,1,1,0,7.0,0
5,1,1,103,4,6,0,0,0,7.0,0
2,0,1,48,4,7,0,1,1,7.0,1
2,1,1,100,4,7,1,0,1,7.0,0
2,1,1,86,4,4,0,0,0,7.0,0
1,1,1,30,4,5,1,1,1,7.0,0
1,0,1,37,4,7,1,1,1,7.0,0
2,0,1,354,4,5,0,0,0,7.0,0
2,1,1,125,4,5,0,1,0,7.0,0
1,0,1,81,4,1,1,1,1,7.0,0
2,0,1,40,4,5,0,0,0,7.0,0
1,0,1,2,4,2,0,0,1,7.0,1
1,1,1,2,4,2,0,0,0,7.0,0
5,0,1,405,4,7,0,0,0,7.0,0
2,0,1,36,4,7,0,1,0,7.0,0
2,0,1,79,4,5,1,0,0,7.0,0
1,1,1,135,4,7,1,1,1,7.0,1
2,0,1,16,4,7,1,1,0,7.0,0
2,0,1,31,4,1,1,0,0,7.0,0
3,0,1,439,4,6,1,0,0,7.0,0
1,0,1,18,4,6,1,0,0,7.0,0
1,0,1,131,4,3,0,0,0,7.0,0
2,0,1,236,4,1,0,1,0,7.0,0
1,0,1,35,4,5,1,1,1,7.0,1
1,0,1,423,4,6,1,1,1,7.0,0
1,0,1,5,4,1,0,0,0,7.0,0
2,0,1,85,4,2,1,1,1,7.0,0
5,0,1,7,4,6,1,0,0,7.0,0
2,0,1,433,4,1,0,0,0,7.0,0
1,0,1,239,4,4,1,0,0,7.0,1
1,0,1,71,4,1,1,0,0,7.0,1
2,0,1,70,4,1,0,0,0,7.0,0
2,0,1,87,4,3,0,0,1,7.0,0
1,0,1,239,4,4,1,0,0,7.0,1
3,0,1,37,4,7,1,1,1,7.0,0
4,0,1,3,4,3,0,0,0,7.0,0
1,0,1,239,4,1,1,0,1,7.0,0
2,1,1,43,4,2,0,1,0,7.0,0
1,1,1,53,4,5,1,0,1,7.0,0
2,0,1,14,4,2,1,1,1,7.0,0
2,1,1,40,4,5,0,0,1,7.0,0
3,0,1,198,4,7,1,0,0,7.0,0
5,0,1,271,4,2,1,1,1,7.0,0
1,1,1,110,4,5,1,0,0,7.0,0
2,0,1,94,4,5,0,0,0,7.0,0
2,0,1,240,4,7,0,0,1,7.0,0
1,0,1,26,4,1,1,0,0,7.0,0
1,1,1,25,4,2,1,0,0,7.0,0
4,0,1,37,4,6,1,1,0,7.0,0
5,0,1,39,4,7,1,1,0,7.0,0
2,0,1,62,4,4,1,0,0,7.0,0
2,0,1,437,4,1,1,0,0,7.0,0
2,1,1,65,4,4,1,0,0,7.0,0
1,1,1,72,4,1,0,0,0,7.0,0
1,1,1,37,4,7,0,0,0,7.0,0
1,0,1,105,4,4,1,0,1,7.0,0
1,0,1,325,4,7,1,0,0,7.0,0
1,0,1,26,4,1,0,1,0,7.0,0
1,0,1,92,4,5,1,0,0,7.0,0
2,0,1,235,4,1,1,1,0,7.0,0
1,0,1,176,4,6,1,0,0,7.0,0
2,0,1,25,4,7,1,1,1,7.0,0
1,0,1,19,4,2,0,0,0,4.75,0
1,0,1,25,4,3,0,0,1,8.83,1
1,0,1,12,4,1,1,0,1,8.83,0
1,0,1,42,4,7,1,0,0,8.83,0
2,1,1,11,4,2,0,0,1,8.83,0
2,0,1,64,4,7,1,1,1,8.83,1
2,0,1,68,4,6,1,1,1,8.83,0
2,0,1,46,4,5,1,0,0,8.83,0
